county,year,days_with_aqi,good_days,moderate_days,unhealthy_for_sensitive_groups_days,unhealthy_days,very_unhealthy_days,hazardous_days,max_aqi,90th_percentile_aqi,median_aqi,days_co,days_no2,days_ozone,days_pm2.5,days_pm10,asthma_rate,number_of_cases,y_pred,residual
Alameda,2021,365,155,200,9,1,0,0,151,71,53,0,3,99,263,0,25.31,3862.0,32.189428559360934,-6.879428559360935
Amador,2021,365,307,54,4,0,0,0,133,67,37,0,0,365,0,0,32.41,95.0,34.36602327923283,-1.9560232792328307
Butte,2021,365,160,174,18,10,3,0,257,90,53,0,0,177,185,3,23.72,443.0,20.93747702772185,2.782522972278148
Calaveras,2021,364,220,135,6,3,0,0,178,77,46,0,0,216,148,0,36.74,120.0,29.81396161055153,6.926038389448472
Colusa,2021,365,111,238,9,6,1,0,225,76,55,0,0,60,291,14,28.35,61.0,22.41100121151275,5.93899878848725
Contra Costa,2021,365,195,165,5,0,0,0,150,69,47,0,0,139,226,0,26.6,2907.0,34.39610258193434,-7.796102581934342
Del Norte,2021,323,259,64,0,0,0,0,72,54,31,0,0,0,323,0,38.8,97.0,34.69015981691586,4.109840183084138
El Dorado,2021,365,247,96,16,4,1,1,375,93,43,0,0,349,9,7,24.18,387.0,15.235710502126638,8.944289497873362
Fresno,2021,365,62,221,63,17,2,0,278,130,68,0,0,146,209,10,34.7,3521.0,43.00371493582636,-8.303714935826356
Glenn,2021,365,244,106,9,6,0,0,192,65,42,0,0,183,172,10,29.34,79.0,19.317305221998417,10.022694778001583
Humboldt,2021,365,333,32,0,0,0,0,64,48,29,12,0,219,78,56,27.67,344.0,35.61408938161396,-7.944089381613956
Imperial,2021,365,84,252,22,4,1,2,436,97,60,0,0,134,126,105,21.93,400.0,37.69447702772179,-15.764477027721789
Inyo,2021,365,100,222,25,12,3,3,558,115,61,0,0,152,185,28,34.43,50.0,35.53478093742847,-1.1047809374284725
Kern,2021,365,35,202,97,29,1,1,314,147,84,0,0,151,199,15,26.84,2440.0,29.73028758797812,-2.8902875879781185
Kings,2021,365,84,230,40,10,0,1,685,109,64,0,0,119,168,78,34.27,526.0,40.22880743884829,-5.9588074388482895
Lake,2021,356,348,7,0,1,0,0,157,43,33,0,0,335,19,2,40.32,242.0,53.74374133646728,-13.42374133646728
Los Angeles,2021,365,9,259,70,26,1,0,281,143,79,0,13,148,199,5,26.2,24746.0,27.400459393701567,-1.2004593937015677
Madera,2021,365,133,197,28,7,0,0,194,100,58,0,0,210,131,24,31.19,471.0,32.82158716476393,-1.631587164763932
Marin,2021,365,267,98,0,0,0,0,88,60,38,0,2,149,214,0,13.78,305.0,3.7188999418703252,10.061100058129675
Mariposa,2021,365,193,140,25,7,0,0,162,97,49,0,0,292,73,0,17.51,26.0,19.184679667785943,-1.6746796677859415
Mendocino,2021,365,210,147,6,2,0,0,185,69,46,0,0,76,289,0,33.13,266.0,38.34261356540487,-5.212613565404865
Merced,2021,365,155,177,31,2,0,0,166,100,54,0,0,210,151,4,37.24,1049.0,47.44375897048741,-10.203758970487407
Mono,2021,364,260,78,12,11,0,3,2971,84,27,0,0,0,241,123,29.35,36.0,19.53469286810652,9.81530713189348
Monterey,2021,365,261,104,0,0,0,0,80,57,41,0,0,161,194,10,22.36,968.0,21.543803005148533,0.8161969948514667
Napa,2021,140,108,32,0,0,0,0,77,56,41,1,0,74,65,0,15.67,201.0,16.161393369485246,-0.49139336948524637
Nevada,2021,365,183,129,34,13,4,2,326,115,50,0,0,208,157,0,20.51,168.0,15.1852391196173,5.324760880382701
Orange,2021,365,109,238,18,0,0,0,148,87,55,0,5,124,232,4,16.11,4788.0,9.42299244489211,6.68700755510789
Placer,2021,365,130,187,30,9,6,3,692,115,58,0,0,220,144,1,19.86,734.0,12.192393291320489,7.667606708679511
Plumas,2021,365,97,184,37,24,16,7,654,170,67,0,0,0,365,0,26.49,39.0,35.238089280834906,-8.748089280834908
Riverside,2021,365,19,210,89,44,2,1,329,158,89,0,0,191,127,47,26.0,6069.0,21.24844175968135,4.751558240318651
Sacramento,2021,365,146,183,30,4,1,1,381,100,55,0,0,195,166,4,32.46,5008.0,39.46105411357344,-7.0010541135734385
San Benito,2021,365,295,70,0,0,0,0,100,55,41,0,0,280,79,6,24.26,145.0,31.136428559361022,-6.87642855936102
San Bernardino,2021,365,17,202,73,61,11,1,486,172,87,0,7,191,155,12,30.45,6560.0,31.657895508170277,-1.207895508170278
San Diego,2021,365,52,297,16,0,0,0,133,90,67,0,0,163,199,3,17.91,5716.0,12.654600365084336,5.255399634915664
San Francisco,2021,365,255,110,0,0,0,0,86,60,39,0,8,162,195,0,17.92,1387.0,16.074992444892246,1.845007555107756
San Joaquin,2021,365,140,209,15,1,0,0,153,84,55,0,0,114,231,20,35.29,2708.0,38.7822259192969,-3.4922259192968994
San Luis Obispo,2021,365,154,203,8,0,0,0,133,77,53,0,0,190,167,8,16.28,411.0,12.268133416274996,4.011866583725006
San Mateo,2021,365,290,75,0,0,0,0,90,56,36,0,3,199,163,0,13.17,926.0,9.734556330423414,3.4354436695765855
Santa Barbara,2021,365,240,124,1,0,0,0,101,60,44,0,0,180,184,1,15.73,672.0,11.609666467465516,4.1203335325344845
Santa Clara,2021,365,147,211,7,0,0,0,147,72,53,0,0,90,275,0,14.56,2663.0,9.433208285276713,5.1267917147232875
Santa Cruz,2021,365,298,67,0,0,0,0,80,54,37,0,0,187,178,0,18.52,443.0,12.312195084956285,6.207804915043715
Shasta,2021,365,222,111,15,12,5,0,240,93,46,0,0,271,94,0,25.27,409.0,26.034582731064226,-0.7645827310642268
Siskiyou,2021,364,237,96,7,21,3,0,210,86,43,0,0,178,186,0,21.42,76.0,21.070252319937833,0.34974768006216905
Solano,2021,365,215,147,3,0,0,0,126,66,44,0,0,172,193,0,40.05,1705.0,51.92169730180618,-11.87169730180618
Sonoma,2021,365,283,82,0,0,0,0,89,57,37,0,0,156,203,6,15.0,673.0,16.023054113573515,-1.0230541135735152
Stanislaus,2021,365,84,234,42,5,0,0,172,105,61,0,0,136,225,4,32.44,1769.0,33.64817745093601,-1.208177450936013
Sutter,2021,364,102,240,17,5,0,0,175,90,59,0,0,95,268,1,23.18,215.0,13.377331622639232,9.802668377360767
Tehama,2021,365,207,122,21,15,0,0,193,100,47,0,0,256,109,0,31.38,189.0,29.68986467382981,1.6901353261701892
Trinity,2021,328,201,81,4,19,9,14,1217,168,38,0,0,0,328,0,26.72,33.0,29.167582731064247,-2.447582731064248
Tulare,2021,365,49,182,93,38,2,1,961,154,81,0,0,173,187,5,26.95,1280.0,22.546036479553162,4.403963520446837
Tuolumne,2021,360,295,63,2,0,0,0,136,61,41,0,0,360,0,0,23.59,104.0,25.897679667785972,-2.3076796677859726
Ventura,2021,365,157,198,10,0,0,0,122,80,53,0,0,214,140,11,16.81,1312.0,11.973023279232777,4.836976720767222
Yolo,2021,365,242,117,4,2,0,0,159,68,42,0,0,215,149,1,22.87,436.0,18.4196488334453,4.4503511665547
Alameda,2022,365,185,175,5,0,0,0,122,70,49,0,2,108,255,0,35.28,5201.0,38.80843198113439,-3.528431981134389
Amador,2022,364,333,30,1,0,0,0,112,50,36,0,0,364,0,0,38.44,121.0,41.5901808727095,-3.1501808727095053
Butte,2022,365,191,171,3,0,0,0,119,77,50,0,0,239,126,0,27.09,505.0,27.758198506729713,-0.6681985067297127
Calaveras,2022,364,286,77,1,0,0,0,115,58,41,0,0,237,126,1,35.09,119.0,36.231246975090585,-1.1412469750905814
Colusa,2022,363,240,122,1,0,0,0,105,59,44,0,0,185,171,7,45.3,95.0,27.617978232645367,17.68202176735463
Contra Costa,2022,365,174,189,2,0,0,0,129,67,52,0,0,99,266,0,40.2,4243.0,42.83056851881745,-2.630568518817448
Del Norte,2022,344,299,45,0,0,0,0,74,52,29,0,0,0,344,0,41.68,97.0,41.712599353158126,-0.03259935315812612
El Dorado,2022,365,258,93,12,2,0,0,186,77,43,0,0,353,8,4,25.46,416.0,22.66158615283772,2.79841384716228
Fresno,2022,365,78,217,67,3,0,0,159,115,71,0,0,192,160,13,46.1,4717.0,51.03474475824066,-4.934744758240662
Glenn,2022,360,264,95,1,0,0,0,104,61,42,0,0,255,98,7,33.02,90.0,26.743180872709498,6.276819127290505
Humboldt,2022,365,340,25,0,0,0,0,74,42,24,1,0,217,84,63,36.78,453.0,42.031374746153006,-5.2513747461530045
Imperial,2022,365,86,232,34,5,2,6,791,106,61,0,2,131,131,101,29.67,547.0,45.322070735667275,-15.652070735667273
Inyo,2022,365,117,217,18,4,4,5,1551,97,58,0,0,188,130,47,38.99,63.0,42.35550241643634,-3.3655024164363354
Kern,2022,365,47,196,109,12,1,0,289,136,80,0,0,189,153,23,29.17,2670.0,36.349291009751575,-7.179291009751573
Kings,2022,365,71,244,48,2,0,0,187,108,69,0,0,163,149,53,38.32,586.0,48.66327337573141,-10.343273375731407
Lake,2022,363,359,4,0,0,0,0,76,43,32,0,0,350,13,0,54.62,318.0,60.967898929943956,-6.347898929943959
Los Angeles,2022,365,17,254,65,28,1,0,209,140,74,0,19,170,167,9,35.91,33186.0,33.81774475824062,2.092255241759375
Madera,2022,365,147,205,13,0,0,0,136,87,54,0,0,212,129,24,43.88,675.0,39.44059058653739,4.439409413462613
Marin,2022,365,275,90,0,0,0,0,91,57,37,0,2,151,212,0,17.12,378.0,10.943057535347,6.176942464653001
Mariposa,2022,365,211,125,8,21,0,0,198,89,48,0,0,276,88,1,21.15,28.0,26.40883726126262,-5.25883726126262
Mendocino,2022,365,129,234,2,0,0,0,103,69,54,0,0,26,339,0,52.34,416.0,47.382233673991195,4.957766326008809
Merced,2022,365,140,212,13,0,0,0,143,87,56,0,0,195,141,29,47.91,1372.0,55.27307073566731,-7.363070735667314
Mono,2022,365,276,61,5,7,1,15,8368,68,27,0,0,0,255,110,38.3,41.0,26.960568518817603,11.339431481182395
Monterey,2022,365,299,66,0,0,0,0,80,54,39,0,0,198,144,23,31.73,1345.0,28.566242541390803,3.163757458609197
Nevada,2022,365,185,161,11,3,5,0,293,87,50,0,0,258,107,0,19.63,152.0,22.61111477032838,-2.9811147703283822
Orange,2022,365,143,215,5,2,0,0,156,71,53,0,9,133,217,6,23.24,6714.0,16.44543198113438,6.794568018865618
Placer,2022,365,156,185,15,4,3,2,442,90,54,0,0,241,123,1,23.17,851.0,18.811396713093945,4.358603286906057
Plumas,2022,359,148,182,25,4,0,0,175,96,55,0,0,0,359,0,29.56,49.0,40.24334824473311,-10.683348244733114
Riverside,2022,365,41,198,86,31,2,7,1683,151,77,0,0,196,110,59,35.49,8247.0,26.25370072357956,9.236299276420443
Sacramento,2022,365,162,184,17,2,0,0,164,93,53,0,0,200,164,1,40.27,6083.0,46.483493649815706,-6.213493649815703
San Benito,2022,365,297,68,0,0,0,0,97,57,42,0,0,299,65,1,34.85,222.0,38.76402226730651,-3.914022267306507
San Bernardino,2022,365,23,212,67,56,7,0,225,166,77,0,9,197,142,17,39.01,8386.0,37.066590586537295,1.9434094134627031
San Diego,2022,365,42,297,25,1,0,0,156,97,63,0,1,150,190,24,26.27,8244.0,19.273603786857795,6.996396213142205
San Francisco,2022,364,260,104,0,0,0,0,88,59,36,2,18,152,192,0,24.81,1753.0,22.895713923900107,1.9142860760998914
San Joaquin,2022,365,192,164,8,0,1,0,208,86,48,0,0,172,169,24,47.01,3588.0,44.796075169367136,2.2139248306328625
San Luis Obispo,2022,365,117,245,3,0,0,0,115,75,55,0,0,160,203,2,22.44,549.0,20.097445181454887,2.342554818545114
San Mateo,2022,365,267,98,0,0,0,0,85,60,36,0,7,179,179,0,21.35,1445.0,17.160431981134494,4.189568018865508
Santa Barbara,2022,365,198,167,0,0,0,0,93,60,48,0,0,138,223,4,20.31,866.0,19.84241434711422,0.46758565288577714
Santa Clara,2022,365,187,173,5,0,0,0,119,73,49,0,0,130,235,0,22.22,3974.0,16.05221170705017,6.1677882929498296
Santa Cruz,2022,365,287,78,0,0,0,0,93,56,35,0,0,180,185,0,22.22,520.0,19.334634621198553,2.8853653788014455
Shasta,2022,365,253,106,6,0,0,0,119,71,45,0,0,303,62,0,25.18,413.0,33.2587403245409,-8.078740324540902
Siskiyou,2022,362,269,86,2,4,0,1,454,62,41,0,0,203,159,0,27.91,98.0,28.0926918561801,-0.18269185618009942
Solano,2022,365,235,130,0,0,0,0,93,67,43,0,0,197,168,0,53.61,2234.0,59.14585489528286,-5.53585489528286
Sonoma,2022,365,286,79,0,0,0,0,82,56,36,0,0,194,168,3,26.84,1142.0,23.247211707050187,3.5927882929498125
Stanislaus,2022,365,108,234,22,1,0,0,166,95,57,0,0,128,218,19,39.46,2134.0,40.26718087270947,-0.8071808727094663
Sutter,2022,364,154,205,5,0,0,0,119,81,52,0,0,178,186,0,26.47,254.0,19.391180872709473,7.078819127290526
Tehama,2022,365,245,117,3,0,0,0,108,74,44,0,0,281,84,0,34.5,199.0,36.51058615283767,-2.010586152837668
Trinity,2022,353,227,111,5,5,3,2,342,72,34,0,0,0,353,0,27.05,39.0,35.7865861528377,-8.736586152837699
Tulare,2022,365,58,193,106,8,0,0,182,129,77,0,0,192,158,15,31.62,1526.0,29.165039901326622,2.4549600986733786
Tuolumne,2022,250,237,12,1,0,0,0,108,48,39,0,0,250,0,0,27.22,119.0,32.92011920402824,-5.7001192040282405
Ventura,2022,365,171,183,11,0,0,0,140,80,52,0,1,242,122,0,25.35,1955.0,19.197180872709453,6.152819127290549
Yolo,2022,365,283,80,2,0,0,0,101,64,42,0,0,278,87,0,29.82,554.0,25.845524484156382,3.9744755158436185
